index,confidence,start_time,end_time,text,speaker_index,speaker_name,annotations
1151,0.97,9040.765,9043.868,By advocates community and activist and yes even the Mayor's office.,226,,
1152,0.97,9043.868,9048.272,And the police Department.,226,,
1153,0.97,9048.272,9058.215,"This resolution itself, does not transfer services to a civilian led Department.",226,,
1154,0.97,9058.215,9060.684,But it says it is our goal and that really matters.,226,,
1155,0.97,9060.684,9064.388,These community members a way to hold us accountable for their continued progress that they are insisting on.,226,,
1156,0.97,9064.388,9068.959,And if I say executive into for the conversation with the Council on the path forward to realize this vision.,226,,
1157,0.97,9068.959,9070.394,The resolution contains specific actionable changes.,226,,
1158,0.97,9070.394,9077.902,We have talked twice about the content of those changes already today.,226,,
1159,0.97,9077.902,9079.804,I am not going to go over the began.,226,,
1160,0.97,9079.804,9082.273,But I am going to say that they are profound changes.,226,,
1161,0.97,9082.273,9084.608,That is not about congratulating ourselves that we have encompassed a mission.,226,,
1162,0.97,9084.608,9086.41,That is still way far off.,226,,
1163,0.97,9086.41,9088.913,And there are many votes ahead of us.,226,,
1164,0.97,9088.913,9092.316,To mark the moment at which the Council begins the journey.,226,,
1165,0.97,9092.316,9111.202,A poll that was taken between July 22 and July 27 found that 53% of likely voters supported the general idea of a plan that will permanently cut the police Department's budget by 50% and shift that money to social services and Community-Based programs.,226,,
1166,0.97,9111.202,9128.152,32% expressed support for what was described as the Council's approach . ostensibly made an immediate 50% cut . 43% expressed support for what was described as the Mayor's approach which was a cut with a plan.,226,,
1167,0.97,9128.152,9142.366,"We have before us a day, a budget of the resolution, that when SP because our annualized and transfers accomplished in 2021, represents a plan forward.",226,,
1168,0.97,9142.366,9146.07,"For our future decisions, for a goal that a majority of the other residents support.",226,,
1169,0.97,9146.07,9147.404,"Again, this is a starting point.",226,,
1170,0.97,9147.404,9150.374,And of course there is much more work to be done to realize his vision.,226,,
1171,0.97,9150.374,9156.08,"Starting in just a handful of weeks when the Council begins it's all budget process, looking at the 2021 budget.",226,,
1172,0.97,9156.08,9161.752,Our work is far from nine.,226,,
1173,0.97,9161.752,9163.754,With our vote today we start the journey.,226,,
1174,0.97,9163.754,9170.094,I want to thank the incredibly detailed and thoughtful work of Decriminalize Seattle and King Cagle King County equity not whose ideas have informed this resolution.,226,,
1175,0.97,9170.094,9175.799,Much of my work on the 2020 budget rebalancing.,226,,
1176,0.97,9175.799,9187.478,"And I want to thank the tens of thousands of people who have written him a call, provided comment and marched tirelessly and at times a great personal risk to keep the pressure on us.",226,,
1177,0.97,9187.478,9188.712,Thank you.,226,,
1178,0.97,9188.712,9192.783,Thank you Councilmember Herboldt.,227,,
1179,0.97,9192.783,9198.689,Are there any other comments on the resolution?,227,,
1180,0.97,9198.689,9208.332,Councilmember Sawant,227,,
1181,0.97,9208.332,9214.605,Thank you as I mentioned earlier today I will be voting yes on this resolution stating the Council's intent and hopes to defend the police in the future.,228,,
1182,0.97,9214.605,9224.014,"However, we have to be clear that a nonbinding resolution stating the intent to hope to study the Defunding of the police in the future is simply not a substitute for actually defending the police.",228,,
1183,0.97,9224.014,9228.452,Our movement is clearly expected to accept these mice was about the future intentions as accomplished.,228,,
1184,0.97,9228.452,9239.463,"But Unfortunately, I believe that there will be a series mistake as we have seen over and over again.",228,,
1185,0.97,9239.463,9246.136,"In Minneapolis, the Democratic party led city council promised to change the city charter charter and totally reorganize the lease Department.",228,,
1186,0.97,9246.136,9253.41,"As they predicted rather than taking action as the city's highest legislative body, the Minneapolis city council particular question to the charter Commission.",228,,
1187,0.97,9253.41,9260.884,Again the charter Commission has said this is not possible.,228,,
1188,0.97,9260.884,9265.489,"So after all the pomp and circumstance of Defunding promises, the Minneapolis Democrats are not Defunding the police.",228,,
1189,0.97,9265.489,9285.275,"Here in Seattle, three weeks ago, after my office and pledged to fight to defend the police by at least 50%, six Democrats on the Council also promised 2% Defunding today they voted to reduce it by less than $3 million and then added $3 million to the police budget through the second quarter supplemental budget.",228,,
1190,0.97,9285.275,9291.482,Lastly the proposed Defunding the police by 50% now.,228,,
1191,0.97,9291.482,9292.616,Every other Councilmember voted no.,228,,
1192,0.97,9292.616,9300.324,Saying the budget cuts cannot be done until November.,228,,
1193,0.97,9300.324,9304.928,And then I proposed Defunding the police by 50% starting November 1. no other Councilman would even second the proposal.,228,,
1194,0.97,9304.928,9307.331,"To be clear, Defunding the police cannot be an accounting trick.",228,,
1195,0.97,9307.331,9310.401,Moving traffic and parking enforcement out of the Seattle police Department.,228,,
1196,0.97,9310.401,9316.54,But keep the keeping it unchanged is not with the movement made by Defunding the police.,228,,
1197,0.97,9316.54,9321.245,By Defunding the police we need to in the person of our communities.,228,,
1198,0.97,9321.245,9335.459,"I want to point out that the resolution States, Section 7 the city council will not support any budget amendments to increase the budget to offset overtime, expenditures above the funds budgeted in 2020 or 2021.",228,,
1199,0.97,9335.459,9345.769,"But in practice, the same day this counsel is making this promise to this resolution, the majority which is seven of the eight Councilmember's presence also voted to pass agenda items number one.",228,,
1200,0.97,9345.769,9357.347,"The second quarter of the budget was at 1.11, $1.3 million to the police Department for among other things overtime.",228,,
1201,0.97,9357.347,9365.656,This is a small thing in a large bill that includes many of the budget changes that are not objectionable.,228,,
1202,0.97,9365.656,9368.559,But it is often the only way these binders can be violated.,228,,
1203,0.97,9368.559,9379.436,And I raise this example to illustrate the point that the city council is to be held accountable for what they actually do.,228,,
1204,0.97,9379.436,9380.604,Not for the promises they make.,228,,
1205,0.97,9380.604,9387.811,And today with the Council has done is fail to define the police.,228,,
